transaction_id,account_number,transaction_date,transaction_type,amount,debit_credit,balance_after,channel,remarks,status
TXN000000000166,ACC000000001039,2025-05-18 02:04:41,TRANSFER,2474.16,DR,39120.89,BRANCH,Transaction 166,SUCCESS
TXN000000000172,ACC000000001276,2025-02-28 02:04:41,TRANSFER,1286.98,CR,42032.69,BRANCH,Transaction 172,PENDING
TXN000000000174,ACC000000000047,2025-08-02 02:04:41,TRANSFER,5359.99,CR,19097.91,ONLINE,Transaction 174,SUCCESS
TXN000000000184,ACC000000000170,2025-05-18 02:04:41,TRANSFER,6887.76,CR,20306.85,MOBILE,Transaction 184,SUCCESS
TXN000000000202,ACC000000000475,2025-09-12 02:04:41,TRANSFER,7636.77,CR,36481.17,MOBILE,Transaction 202,SUCCESS
TXN000000000205,ACC000000001137,2025-11-10 02:04:41,TRANSFER,616.94,CR,37527.59,BRANCH,Transaction 205,SUCCESS
TXN000000000212,ACC000000001285,2025-11-27 02:04:41,TRANSFER,5193.6,DR,19432.74,ATM,Transaction 212,PENDING
TXN000000000219,ACC000000001176,2025-03-01 02:04:41,TRANSFER,4077.2,CR,3641.1,POS,Transaction 219,FAILED
TXN000000000220,ACC000000001353,2025-08-07 02:04:41,TRANSFER,5763.24,DR,6139.59,POS,Transaction 220,SUCCESS
TXN000000000226,ACC000000000908,2025-08-19 02:04:41,TRANSFER,6579.89,CR,39759.44,BRANCH,Transaction 226,SUCCESS
TXN000000000229,ACC000000000545,2025-02-06 02:04:41,TRANSFER,192.94,CR,30812.33,ATM,Transaction 229,SUCCESS
TXN000000000231,ACC000000001403,2026-01-19 02:04:41,TRANSFER,3025.89,CR,31186.47,ONLINE,Transaction 231,SUCCESS
TXN000000000238,ACC000000000911,2025-02-23 02:04:41,TRANSFER,7670.21,DR,38677.78,POS,Transaction 238,PENDING
TXN000000000243,ACC000000000210,2026-01-20 02:04:41,TRANSFER,9380.71,CR,33636.95,ONLINE,Transaction 243,FAILED
TXN000000000244,ACC000000001108,2025-11-16 02:04:41,TRANSFER,4797.01,CR,24198.23,POS,Transaction 244,SUCCESS
TXN000000000260,ACC000000000564,2025-07-11 02:04:41,TRANSFER,4271.79,DR,25089.56,POS,Transaction 260,PENDING
TXN000000000268,ACC000000000642,2025-02-12 02:04:41,TRANSFER,8546.19,DR,28869.8,ONLINE,Transaction 268,PENDING
TXN000000000278,ACC000000000398,2025-11-18 02:04:41,TRANSFER,3900.78,DR,49231.74,BRANCH,Transaction 278,PENDING
TXN000000000280,ACC000000001107,2025-11-29 02:04:41,TRANSFER,9681.73,CR,22703.71,BRANCH,Transaction 280,PENDING
TXN000000000296,ACC000000001150,2025-07-11 02:04:41,TRANSFER,8854.82,DR,22671.7,ONLINE,Transaction 296,SUCCESS
TXN000000000298,ACC000000000479,2025-02-26 02:04:41,TRANSFER,8036.85,CR,36322.94,ATM,Transaction 298,SUCCESS
TXN000000000303,ACC000000000087,2025-03-20 02:04:41,TRANSFER,697.15,DR,24236.88,POS,Transaction 303,SUCCESS
TXN000000000312,ACC000000000579,2025-04-13 02:04:41,TRANSFER,9080.06,DR,2167.15,ATM,Transaction 312,SUCCESS
TXN000000000316,ACC000000001224,2025-09-27 02:04:41,TRANSFER,1780.46,CR,46056.71,ATM,Transaction 316,SUCCESS
TXN000000000328,ACC000000000450,2025-03-03 02:04:41,TRANSFER,2049.01,DR,27614.4,POS,Transaction 328,SUCCESS
TXN000000000329,ACC000000000469,2025-08-12 02:04:41,TRANSFER,2473.68,CR,42936.15,POS,Transaction 329,SUCCESS
TXN000000000335,ACC000000001121,2025-08-27 02:04:41,TRANSFER,9515.69,CR,844.73,ATM,Transaction 335,SUCCESS
TXN000000000356,ACC000000001382,2026-01-20 02:04:41,TRANSFER,5244.18,DR,22855.96,BRANCH,Transaction 356,PENDING
TXN000000000360,ACC000000000780,2026-01-05 02:04:41,TRANSFER,1147.38,DR,2448.62,ONLINE,Transaction 360,FAILED
TXN000000000377,ACC000000001110,2025-09-06 02:04:41,TRANSFER,98.22,DR,25190.84,MOBILE,Transaction 377,SUCCESS
TXN000000000392,ACC000000000752,2025-07-01 02:04:41,TRANSFER,1567.59,DR,7728.28,POS,Transaction 392,PENDING
TXN000000000405,ACC000000000920,2025-05-17 02:04:41,TRANSFER,2539.33,CR,31843.86,MOBILE,Transaction 405,SUCCESS
TXN000000000407,ACC000000000828,2025-11-21 02:04:41,TRANSFER,4584.88,CR,29706.8,BRANCH,Transaction 407,SUCCESS
TXN000000000421,ACC000000000564,2025-11-20 02:04:41,TRANSFER,2458.38,DR,10923.86,ONLINE,Transaction 421,SUCCESS
TXN000000000423,ACC000000001281,2025-07-06 02:04:41,TRANSFER,4344.03,CR,25908.11,ONLINE,Transaction 423,SUCCESS
TXN000000000424,ACC000000000377,2025-11-27 02:04:41,TRANSFER,5218.33,DR,37036.28,ATM,Transaction 424,PENDING
TXN000000000435,ACC000000000097,2025-02-08 02:04:41,TRANSFER,5388.48,CR,28212.01,POS,Transaction 435,SUCCESS
TXN000000000447,ACC000000000400,2025-03-10 02:04:41,TRANSFER,7173.9,CR,14868.08,POS,Transaction 447,SUCCESS
TXN000000000459,ACC000000001257,2025-03-24 02:04:41,TRANSFER,8607.6,CR,20265.72,MOBILE,Transaction 459,SUCCESS
TXN000000000470,ACC000000001473,2025-08-22 02:04:41,TRANSFER,531.58,DR,2448.29,MOBILE,Transaction 470,FAILED
TXN000000000478,ACC000000000180,2025-10-05 02:04:41,TRANSFER,5712.89,DR,33166.31,MOBILE,Transaction 478,SUCCESS
TXN000000000485,ACC000000000898,2025-06-12 02:04:41,TRANSFER,6523.37,CR,4628.78,POS,Transaction 485,SUCCESS
TXN000000000488,ACC000000000990,2025-09-10 02:04:41,TRANSFER,999.4,CR,3221.93,ONLINE,Transaction 488,PENDING
TXN000000000492,ACC000000000358,2025-03-26 02:04:41,TRANSFER,2778.36,CR,17683.46,POS,Transaction 492,SUCCESS
TXN000000000494,ACC000000000394,2025-10-07 02:04:41,TRANSFER,4713.0,DR,17917.72,BRANCH,Transaction 494,SUCCESS
TXN000000000495,ACC000000000364,2026-01-19 02:04:41,TRANSFER,6616.57,CR,41483.31,MOBILE,Transaction 495,SUCCESS
TXN000000000497,ACC000000000124,2025-06-21 02:04:41,TRANSFER,9288.56,DR,29900.57,ONLINE,Transaction 497,FAILED
TXN000000000502,ACC000000000573,2025-09-21 02:04:41,TRANSFER,1861.19,DR,40754.61,MOBILE,Transaction 502,PENDING
TXN000000000506,ACC000000000691,2025-11-04 02:04:41,TRANSFER,3769.8,DR,43605.96,POS,Transaction 506,FAILED
TXN000000000508,ACC000000001451,2025-05-19 02:04:41,TRANSFER,8429.78,DR,6037.61,BRANCH,Transaction 508,SUCCESS
TXN000000000516,ACC000000000039,2025-06-11 02:04:41,TRANSFER,4416.52,DR,860.74,MOBILE,Transaction 516,SUCCESS
TXN000000000527,ACC000000000195,2025-05-07 02:04:41,TRANSFER,5416.47,CR,3738.68,POS,Transaction 527,FAILED
TXN000000000535,ACC000000001155,2025-08-20 02:04:41,TRANSFER,3121.12,DR,33568.36,POS,Transaction 535,PENDING
TXN000000000541,ACC000000001243,2025-03-19 02:04:41,TRANSFER,9548.06,DR,46337.67,POS,Transaction 541,SUCCESS
TXN000000000544,ACC000000000117,2025-04-21 02:04:41,TRANSFER,8087.15,DR,11269.01,ONLINE,Transaction 544,SUCCESS
TXN000000000562,ACC000000000688,2025-12-22 02:04:41,TRANSFER,8447.63,DR,15768.27,POS,Transaction 562,SUCCESS
TXN000000000576,ACC000000001498,2025-10-31 02:04:41,TRANSFER,9690.81,CR,45650.15,BRANCH,Transaction 576,PENDING
TXN000000000583,ACC000000000524,2025-11-11 02:04:41,TRANSFER,930.27,CR,3239.39,POS,Transaction 583,SUCCESS
TXN000000000584,ACC000000000631,2025-02-01 02:04:41,TRANSFER,5013.79,DR,16283.33,MOBILE,Transaction 584,FAILED
TXN000000000597,ACC000000000645,2025-02-28 02:04:41,TRANSFER,1211.47,DR,31261.76,BRANCH,Transaction 597,SUCCESS
TXN000000000604,ACC000000000431,2025-02-27 02:04:41,TRANSFER,9426.95,CR,36434.43,MOBILE,Transaction 604,PENDING
TXN000000000613,ACC000000001018,2025-12-25 02:04:41,TRANSFER,9248.35,CR,5408.96,POS,Transaction 613,FAILED
TXN000000000617,ACC000000000267,2026-01-18 02:04:41,TRANSFER,9899.38,CR,31446.56,MOBILE,Transaction 617,FAILED
TXN000000000618,ACC000000000628,2025-02-20 02:04:41,TRANSFER,7297.43,CR,4994.61,POS,Transaction 618,SUCCESS
TXN000000000621,ACC000000000289,2025-04-17 02:04:41,TRANSFER,8868.22,CR,49108.48,BRANCH,Transaction 621,SUCCESS
TXN000000000626,ACC000000001415,2025-06-01 02:04:41,TRANSFER,1026.36,DR,25338.17,POS,Transaction 626,SUCCESS
TXN000000000638,ACC000000000601,2025-06-05 02:04:41,TRANSFER,9498.88,DR,10372.41,BRANCH,Transaction 638,FAILED
TXN000000000640,ACC000000001277,2025-02-11 02:04:41,TRANSFER,7259.27,CR,29012.46,MOBILE,Transaction 640,SUCCESS
TXN000000000642,ACC000000001009,2025-09-10 02:04:41,TRANSFER,1854.86,DR,30794.95,ONLINE,Transaction 642,SUCCESS
TXN000000000652,ACC000000001457,2025-09-02 02:04:41,TRANSFER,1367.02,CR,44497.86,ATM,Transaction 652,SUCCESS
TXN000000000664,ACC000000000340,2025-02-27 02:04:41,TRANSFER,8428.6,CR,44299.4,MOBILE,Transaction 664,SUCCESS
TXN000000000672,ACC000000000017,2025-04-19 02:04:41,TRANSFER,3040.36,CR,48203.24,MOBILE,Transaction 672,SUCCESS
TXN000000000674,ACC000000000722,2025-04-26 02:04:41,TRANSFER,7642.64,CR,36278.61,POS,Transaction 674,PENDING
TXN000000000676,ACC000000000443,2025-10-04 02:04:41,TRANSFER,9564.68,DR,8089.14,ATM,Transaction 676,SUCCESS
TXN000000000687,ACC000000000901,2025-05-13 02:04:41,TRANSFER,932.1,CR,19773.2,BRANCH,Transaction 687,SUCCESS
TXN000000000691,ACC000000000532,2025-12-07 02:04:41,TRANSFER,8609.1,DR,47189.53,BRANCH,Transaction 691,PENDING
TXN000000000703,ACC000000001066,2025-12-10 02:04:41,TRANSFER,4903.07,CR,2614.98,MOBILE,Transaction 703,FAILED
TXN000000000723,ACC000000000388,2025-12-07 02:04:41,TRANSFER,1578.13,CR,42952.41,MOBILE,Transaction 723,FAILED
TXN000000000726,ACC000000000584,2025-07-19 02:04:41,TRANSFER,9976.27,CR,20361.86,POS,Transaction 726,PENDING
TXN000000000729,ACC000000000346,2025-12-01 02:04:41,TRANSFER,7236.21,CR,4957.46,BRANCH,Transaction 729,SUCCESS
TXN000000000731,ACC000000000807,2025-11-08 02:04:41,TRANSFER,6849.54,DR,46283.82,MOBILE,Transaction 731,SUCCESS
TXN000000000743,ACC000000001020,2025-12-28 02:04:41,TRANSFER,1590.66,DR,45546.85,POS,Transaction 743,PENDING
TXN000000000759,ACC000000000135,2025-08-12 02:04:41,TRANSFER,3853.51,DR,32021.62,BRANCH,Transaction 759,SUCCESS
TXN000000000763,ACC000000000388,2025-07-29 02:04:41,TRANSFER,7101.93,CR,8092.7,ATM,Transaction 763,SUCCESS
TXN000000000773,ACC000000000138,2025-03-28 02:04:41,TRANSFER,4150.0,CR,14809.76,POS,Transaction 773,SUCCESS
TXN000000000781,ACC000000000554,2025-07-29 02:04:41,TRANSFER,1814.64,CR,32653.83,ONLINE,Transaction 781,SUCCESS
TXN000000000788,ACC000000000796,2026-01-03 02:04:41,TRANSFER,6284.11,DR,32435.44,ONLINE,Transaction 788,SUCCESS
TXN000000000789,ACC000000000327,2025-11-21 02:04:41,TRANSFER,4899.48,CR,9447.07,ATM,Transaction 789,SUCCESS
TXN000000000795,ACC000000001416,2025-04-30 02:04:41,TRANSFER,2687.1,CR,10033.86,POS,Transaction 795,SUCCESS
TXN000000000796,ACC000000000019,2025-05-28 02:04:41,TRANSFER,7696.74,CR,34905.06,ATM,Transaction 796,SUCCESS
TXN000000000801,ACC000000000581,2025-05-27 02:04:41,TRANSFER,6736.57,DR,13657.93,ATM,Transaction 801,SUCCESS
TXN000000000817,ACC000000000462,2025-03-18 02:04:41,TRANSFER,5351.42,CR,35589.82,BRANCH,Transaction 817,FAILED
TXN000000000842,ACC000000001359,2025-05-22 02:04:41,TRANSFER,5350.63,DR,49611.27,ONLINE,Transaction 842,SUCCESS
TXN000000000848,ACC000000000693,2025-01-22 02:04:41,TRANSFER,172.48,DR,19293.84,MOBILE,Transaction 848,SUCCESS
TXN000000000849,ACC000000001091,2025-08-08 02:04:41,TRANSFER,2616.35,CR,35069.41,ATM,Transaction 849,PENDING
TXN000000000850,ACC000000000352,2025-10-08 02:04:41,TRANSFER,6422.18,DR,37073.2,MOBILE,Transaction 850,PENDING
TXN000000000867,ACC000000001191,2025-12-16 02:04:41,TRANSFER,5732.08,CR,29006.52,BRANCH,Transaction 867,SUCCESS
TXN000000000880,ACC000000000029,2025-05-17 02:04:41,TRANSFER,7849.87,DR,25567.2,MOBILE,Transaction 880,SUCCESS
TXN000000000890,ACC000000000665,2025-10-06 02:04:41,TRANSFER,248.0,CR,42321.85,BRANCH,Transaction 890,SUCCESS
TXN000000000900,ACC000000000468,2025-02-01 02:04:41,TRANSFER,9363.22,CR,26107.76,MOBILE,Transaction 900,SUCCESS
TXN000000000904,ACC000000001158,2025-11-02 02:04:41,TRANSFER,5977.36,DR,39626.49,BRANCH,Transaction 904,SUCCESS
TXN000000000922,ACC000000000523,2025-03-17 02:04:41,TRANSFER,2081.26,CR,16551.34,BRANCH,Transaction 922,SUCCESS
TXN000000000923,ACC000000001093,2025-10-21 02:04:41,TRANSFER,9541.87,CR,15693.86,BRANCH,Transaction 923,SUCCESS
TXN000000000928,ACC000000001425,2025-05-06 02:04:41,TRANSFER,2173.13,DR,38255.85,MOBILE,Transaction 928,SUCCESS
TXN000000000929,ACC000000000982,2025-02-25 02:04:41,TRANSFER,7030.23,CR,6740.46,MOBILE,Transaction 929,SUCCESS
TXN000000000932,ACC000000001083,2025-05-13 02:04:41,TRANSFER,6505.24,CR,36405.31,BRANCH,Transaction 932,SUCCESS
TXN000000000939,ACC000000000518,2025-11-18 02:04:41,TRANSFER,8736.5,CR,36375.0,ATM,Transaction 939,SUCCESS
TXN000000000944,ACC000000001139,2025-08-10 02:04:41,TRANSFER,5566.49,DR,29502.84,ONLINE,Transaction 944,SUCCESS
TXN000000000966,ACC000000000761,2025-10-17 02:04:41,TRANSFER,7445.84,CR,40577.61,BRANCH,Transaction 966,FAILED
TXN000000000972,ACC000000001149,2025-07-05 02:04:41,TRANSFER,9406.81,DR,12017.54,ONLINE,Transaction 972,PENDING
TXN000000000984,ACC000000001458,2025-11-23 02:04:41,TRANSFER,5449.03,CR,43738.97,POS,Transaction 984,PENDING
TXN000000000992,ACC000000001097,2025-05-26 02:04:41,TRANSFER,1259.9,CR,20956.68,ONLINE,Transaction 992,SUCCESS
TXN000000001002,ACC000000000681,2025-11-06 02:04:41,TRANSFER,3330.41,CR,2286.37,BRANCH,Transaction 1002,SUCCESS
TXN000000001016,ACC000000001353,2025-08-31 02:04:41,TRANSFER,3287.75,DR,5549.92,POS,Transaction 1016,PENDING
TXN000000001023,ACC000000001314,2025-06-25 02:04:41,TRANSFER,1815.9,CR,41423.03,MOBILE,Transaction 1023,SUCCESS
TXN000000001030,ACC000000000977,2025-10-23 02:04:41,TRANSFER,9666.88,CR,15163.41,BRANCH,Transaction 1030,FAILED
TXN000000001050,ACC000000000378,2025-09-02 02:04:41,TRANSFER,9064.31,DR,36471.93,POS,Transaction 1050,PENDING
TXN000000001062,ACC000000000238,2025-04-04 02:04:41,TRANSFER,9632.17,CR,2045.83,ONLINE,Transaction 1062,SUCCESS
TXN000000001066,ACC000000000405,2025-10-27 02:04:41,TRANSFER,8333.9,DR,6219.67,POS,Transaction 1066,FAILED
TXN000000001074,ACC000000000275,2026-01-06 02:04:41,TRANSFER,6780.99,CR,4465.86,ONLINE,Transaction 1074,SUCCESS
TXN000000001088,ACC000000000277,2026-01-17 02:04:41,TRANSFER,9110.13,DR,29461.02,BRANCH,Transaction 1088,SUCCESS
TXN000000001112,ACC000000001427,2025-07-12 02:04:41,TRANSFER,9600.38,CR,45512.45,POS,Transaction 1112,SUCCESS
TXN000000001114,ACC000000001146,2025-12-23 02:04:41,TRANSFER,8745.04,DR,34169.37,POS,Transaction 1114,SUCCESS
TXN000000001116,ACC000000001304,2025-03-21 02:04:41,TRANSFER,8704.73,DR,36533.74,ONLINE,Transaction 1116,SUCCESS
TXN000000001120,ACC000000000242,2025-05-02 02:04:41,TRANSFER,8739.53,CR,34983.82,POS,Transaction 1120,SUCCESS
TXN000000001136,ACC000000001151,2025-11-17 02:04:41,TRANSFER,6655.88,DR,16142.26,ATM,Transaction 1136,PENDING
TXN000000001137,ACC000000000117,2025-06-05 02:04:41,TRANSFER,9873.29,DR,37347.27,ATM,Transaction 1137,SUCCESS
TXN000000001141,ACC000000001381,2025-04-26 02:04:41,TRANSFER,4514.27,CR,46224.4,BRANCH,Transaction 1141,SUCCESS
TXN000000001166,ACC000000000262,2025-08-29 02:04:41,TRANSFER,7545.64,CR,3714.3,ATM,Transaction 1166,SUCCESS
TXN000000001177,ACC000000000316,2025-10-25 02:04:41,TRANSFER,5367.18,CR,35886.15,POS,Transaction 1177,FAILED
TXN000000001199,ACC000000000904,2025-09-14 02:04:41,TRANSFER,5203.81,CR,3542.25,ATM,Transaction 1199,FAILED
TXN000000001209,ACC000000001192,2026-01-18 02:04:41,TRANSFER,4413.22,CR,48127.2,ATM,Transaction 1209,SUCCESS
TXN000000001218,ACC000000000809,2025-08-02 02:04:41,TRANSFER,7860.54,DR,6143.66,BRANCH,Transaction 1218,SUCCESS
TXN000000001224,ACC000000001201,2025-07-09 02:04:41,TRANSFER,9333.19,DR,44753.13,ONLINE,Transaction 1224,SUCCESS
TXN000000001235,ACC000000000264,2025-07-22 02:04:41,TRANSFER,6407.09,DR,43728.76,MOBILE,Transaction 1235,FAILED
TXN000000001240,ACC000000001493,2025-04-20 02:04:41,TRANSFER,8229.96,DR,21268.22,ATM,Transaction 1240,SUCCESS
TXN000000001246,ACC000000000088,2025-08-15 02:04:41,TRANSFER,5000.28,CR,16561.25,ONLINE,Transaction 1246,SUCCESS
TXN000000001250,ACC000000000829,2025-08-11 02:04:41,TRANSFER,5918.4,DR,12694.37,POS,Transaction 1250,PENDING
TXN000000001259,ACC000000000388,2025-05-21 02:04:41,TRANSFER,8408.39,CR,10287.06,POS,Transaction 1259,SUCCESS
TXN000000001261,ACC000000001294,2025-06-26 02:04:41,TRANSFER,613.97,DR,25598.2,ATM,Transaction 1261,PENDING
TXN000000001307,ACC000000000354,2025-11-26 02:04:41,TRANSFER,7713.68,CR,48198.65,ONLINE,Transaction 1307,PENDING
TXN000000001319,ACC000000001283,2025-08-09 02:04:41,TRANSFER,9219.5,DR,11120.46,BRANCH,Transaction 1319,SUCCESS
TXN000000001324,ACC000000000122,2025-05-15 02:04:41,TRANSFER,853.44,DR,34136.69,MOBILE,Transaction 1324,SUCCESS
TXN000000001326,ACC000000000392,2025-10-27 02:04:41,TRANSFER,2834.72,DR,802.9,BRANCH,Transaction 1326,SUCCESS
TXN000000001329,ACC000000001403,2025-05-03 02:04:41,TRANSFER,1375.49,CR,40503.39,ATM,Transaction 1329,SUCCESS
TXN000000001330,ACC000000000262,2025-12-13 02:04:41,TRANSFER,6226.0,DR,2915.91,ATM,Transaction 1330,SUCCESS
TXN000000001349,ACC000000000573,2025-05-06 02:04:41,TRANSFER,201.82,DR,46149.88,POS,Transaction 1349,FAILED
TXN000000001353,ACC000000000648,2025-06-27 02:04:41,TRANSFER,7780.84,CR,21726.99,POS,Transaction 1353,FAILED
TXN000000001358,ACC000000000049,2025-11-12 02:04:41,TRANSFER,2831.98,DR,17016.67,POS,Transaction 1358,PENDING
TXN000000001366,ACC000000001219,2025-04-18 02:04:41,TRANSFER,4344.44,DR,22434.09,MOBILE,Transaction 1366,PENDING
TXN000000001369,ACC000000000562,2025-10-06 02:04:41,TRANSFER,5318.01,CR,38118.51,ONLINE,Transaction 1369,SUCCESS
TXN000000001398,ACC000000000559,2025-07-17 02:04:41,TRANSFER,7151.7,CR,2925.84,BRANCH,Transaction 1398,PENDING
TXN000000001401,ACC000000000939,2025-08-28 02:04:41,TRANSFER,7993.38,DR,4475.91,BRANCH,Transaction 1401,PENDING
TXN000000001421,ACC000000000774,2025-03-07 02:04:41,TRANSFER,4416.27,CR,44333.66,POS,Transaction 1421,FAILED
TXN000000001423,ACC000000000739,2025-04-14 02:04:41,TRANSFER,4632.51,DR,32841.18,BRANCH,Transaction 1423,SUCCESS
TXN000000001435,ACC000000001250,2025-03-21 02:04:41,TRANSFER,1741.55,DR,22973.36,ONLINE,Transaction 1435,SUCCESS
TXN000000001441,ACC000000000220,2025-02-24 02:04:41,TRANSFER,9658.59,CR,43075.15,BRANCH,Transaction 1441,SUCCESS
TXN000000001443,ACC000000001372,2025-03-16 02:04:41,TRANSFER,7323.84,DR,40840.55,ATM,Transaction 1443,SUCCESS
TXN000000001456,ACC000000000447,2025-07-13 02:04:41,TRANSFER,3642.58,DR,24164.05,ONLINE,Transaction 1456,SUCCESS
TXN000000001461,ACC000000000839,2025-03-11 02:04:41,TRANSFER,690.44,CR,11398.02,ONLINE,Transaction 1461,SUCCESS
TXN000000001462,ACC000000000979,2025-11-29 02:04:41,TRANSFER,3400.2,DR,21497.44,POS,Transaction 1462,SUCCESS
TXN000000001468,ACC000000000244,2025-12-01 02:04:41,TRANSFER,8256.49,CR,43479.78,POS,Transaction 1468,SUCCESS
TXN000000001475,ACC000000000949,2025-09-24 02:04:41,TRANSFER,2848.18,CR,41736.73,POS,Transaction 1475,SUCCESS
TXN000000001490,ACC000000000333,2026-01-15 02:04:41,TRANSFER,1672.57,CR,44400.88,ATM,Transaction 1490,PENDING
TXN000000001494,ACC000000000510,2025-06-01 02:04:41,TRANSFER,9133.11,DR,16655.54,MOBILE,Transaction 1494,PENDING
TXN000000001512,ACC000000001485,2025-05-28 02:04:41,TRANSFER,8035.39,DR,21104.39,MOBILE,Transaction 1512,FAILED
TXN000000001514,ACC000000001220,2025-11-10 02:04:41,TRANSFER,4360.49,CR,40644.65,MOBILE,Transaction 1514,PENDING
TXN000000001539,ACC000000000443,2025-04-28 02:04:41,TRANSFER,6795.48,CR,20409.45,ATM,Transaction 1539,FAILED
TXN000000001541,ACC000000000038,2025-02-23 02:04:41,TRANSFER,6484.22,CR,27606.01,MOBILE,Transaction 1541,PENDING
TXN000000001551,ACC000000000079,2025-11-11 02:04:41,TRANSFER,8146.51,CR,15108.01,MOBILE,Transaction 1551,SUCCESS
TXN000000001558,ACC000000000919,2025-09-15 02:04:41,TRANSFER,621.5,CR,22888.49,ATM,Transaction 1558,SUCCESS
TXN000000001559,ACC000000000357,2025-10-13 02:04:41,TRANSFER,6983.47,CR,19217.73,BRANCH,Transaction 1559,PENDING
TXN000000001560,ACC000000000656,2025-10-04 02:04:41,TRANSFER,2295.72,DR,43457.12,ONLINE,Transaction 1560,SUCCESS
TXN000000001576,ACC000000000675,2025-02-06 02:04:41,TRANSFER,922.17,DR,43353.03,BRANCH,Transaction 1576,FAILED
TXN000000001579,ACC000000000256,2025-06-10 02:04:41,TRANSFER,7983.41,DR,45223.74,ATM,Transaction 1579,FAILED
TXN000000001588,ACC000000001068,2025-10-17 02:04:41,TRANSFER,506.6,CR,42383.19,ATM,Transaction 1588,SUCCESS
TXN000000001594,ACC000000001438,2025-07-20 02:04:41,TRANSFER,779.02,CR,24628.96,ONLINE,Transaction 1594,FAILED
TXN000000001596,ACC000000000078,2025-08-25 02:04:41,TRANSFER,8882.16,CR,46176.1,POS,Transaction 1596,SUCCESS
TXN000000001602,ACC000000001291,2025-03-21 02:04:41,TRANSFER,2120.4,DR,20209.73,ATM,Transaction 1602,SUCCESS
TXN000000001603,ACC000000000731,2025-04-25 02:04:41,TRANSFER,5082.86,DR,20303.91,ONLINE,Transaction 1603,PENDING
TXN000000001604,ACC000000000330,2025-05-07 02:04:41,TRANSFER,92.95,CR,22983.86,ONLINE,Transaction 1604,SUCCESS
TXN000000001608,ACC000000000035,2026-01-17 02:04:41,TRANSFER,4989.57,DR,32293.06,MOBILE,Transaction 1608,SUCCESS
TXN000000001620,ACC000000000694,2025-11-01 02:04:41,TRANSFER,5282.66,DR,4960.26,MOBILE,Transaction 1620,SUCCESS
TXN000000001622,ACC000000000905,2025-07-28 02:04:41,TRANSFER,1148.74,DR,2447.23,MOBILE,Transaction 1622,SUCCESS
