customer_id,first_name,last_name,date_of_birth,gender,email,phone,marital_status,occupation,income_bracket,customer_status,registration_date,last_updated
CUST000028,FirstName28,LastName28,1977-08-02,O,customer28@email.com,+16495534574,MARRIED,RETIRED,HIGH,SUSPENDED,2025-09-14,2026-01-22 02:04:41
CUST000029,FirstName29,LastName29,1995-09-01,O,customer29@email.com,+18542693743,WIDOWED,SALARIED,LOW,SUSPENDED,2021-10-09,2026-01-22 02:04:41
CUST000030,FirstName30,LastName30,1966-01-30,O,customer30@email.com,+16066914047,SINGLE,PROFESSIONAL,HIGH,SUSPENDED,2022-09-26,2026-01-22 02:04:41
CUST000031,FirstName31,LastName31,1976-12-15,O,customer31@email.com,+19508829400,WIDOWED,BUSINESS,LOW,SUSPENDED,2023-11-10,2026-01-22 02:04:41
CUST000032,FirstName32,LastName32,1979-11-13,M,customer32@email.com,+17163460375,SINGLE,RETIRED,MEDIUM,ACTIVE,2024-11-16,2026-01-22 02:04:41
CUST000033,FirstName33,LastName33,1960-03-30,M,customer33@email.com,+12194443406,WIDOWED,BUSINESS,LOW,INACTIVE,2022-02-08,2026-01-22 02:04:41
CUST000034,FirstName34,LastName34,1985-04-27,O,customer34@email.com,+15191086222,MARRIED,PROFESSIONAL,HIGH,SUSPENDED,2024-12-07,2026-01-22 02:04:41
CUST000035,FirstName35,LastName35,1979-10-29,F,customer35@email.com,+16857526627,DIVORCED,SALARIED,LOW,INACTIVE,2025-01-05,2026-01-22 02:04:41
CUST000036,FirstName36,LastName36,2006-11-12,F,customer36@email.com,+12710439627,MARRIED,SELF_EMPLOYED,LOW,ACTIVE,2022-06-10,2026-01-22 02:04:41
CUST000037,FirstName37,LastName37,1995-08-31,M,customer37@email.com,+16690184985,SINGLE,PROFESSIONAL,LOW,SUSPENDED,2023-12-27,2026-01-22 02:04:41
CUST000038,FirstName38,LastName38,1965-09-10,F,customer38@email.com,+13896719753,WIDOWED,PROFESSIONAL,MEDIUM,SUSPENDED,2024-05-04,2026-01-22 02:04:41
CUST000039,FirstName39,LastName39,1976-11-07,M,customer39@email.com,+15768980742,SINGLE,PROFESSIONAL,LOW,ACTIVE,2022-07-16,2026-01-22 02:04:41
CUST000040,FirstName40,LastName40,1965-01-01,M,customer40@email.com,+19772363479,SINGLE,SELF_EMPLOYED,MEDIUM,SUSPENDED,2024-02-05,2026-01-22 02:04:41
CUST000041,FirstName41,LastName41,1966-08-24,O,customer41@email.com,+16447078842,WIDOWED,RETIRED,LOW,INACTIVE,2023-12-18,2026-01-22 02:04:41
CUST000042,FirstName42,LastName42,1991-02-05,O,customer42@email.com,+18293894872,SINGLE,SELF_EMPLOYED,VERY_HIGH,SUSPENDED,2021-03-25,2026-01-22 02:04:41
CUST000043,FirstName43,LastName43,1966-10-01,O,customer43@email.com,+19596048728,SINGLE,SALARIED,LOW,INACTIVE,2021-08-15,2026-01-22 02:04:41
CUST000044,FirstName44,LastName44,1965-08-22,M,customer44@email.com,+14772698152,WIDOWED,SELF_EMPLOYED,MEDIUM,INACTIVE,2024-10-28,2026-01-22 02:04:41
CUST000045,FirstName45,LastName45,2004-07-13,M,customer45@email.com,+15714957372,DIVORCED,PROFESSIONAL,HIGH,SUSPENDED,2025-06-27,2026-01-22 02:04:41
CUST000046,FirstName46,LastName46,1979-07-29,M,customer46@email.com,+14021117022,WIDOWED,SALARIED,MEDIUM,ACTIVE,2025-04-18,2026-01-22 02:04:41
CUST000047,FirstName47,LastName47,1969-12-17,O,customer47@email.com,+19757603276,SINGLE,SALARIED,HIGH,ACTIVE,2021-08-27,2026-01-22 02:04:41
CUST000048,FirstName48,LastName48,1972-12-03,M,customer48@email.com,+14541672709,MARRIED,SELF_EMPLOYED,VERY_HIGH,SUSPENDED,2024-05-18,2026-01-22 02:04:41
CUST000049,FirstName49,LastName49,2002-10-20,M,customer49@email.com,+13360987500,WIDOWED,SELF_EMPLOYED,LOW,ACTIVE,2025-10-21,2026-01-22 02:04:41
CUST000050,FirstName50,LastName50,1958-01-11,M,customer50@email.com,+13688202902,MARRIED,PROFESSIONAL,VERY_HIGH,ACTIVE,2024-11-29,2026-01-22 02:04:41
CUST000051,FirstName51,LastName51,1978-05-19,O,customer51@email.com,+17836616668,SINGLE,SALARIED,VERY_HIGH,SUSPENDED,2022-06-15,2026-01-22 02:04:41
CUST000052,FirstName52,LastName52,1963-04-08,M,customer52@email.com,+13116386311,WIDOWED,SELF_EMPLOYED,MEDIUM,ACTIVE,2023-06-22,2026-01-22 02:04:41
CUST000053,FirstName53,LastName53,1977-05-21,O,customer53@email.com,+13304758198,DIVORCED,SELF_EMPLOYED,HIGH,ACTIVE,2023-11-19,2026-01-22 02:04:41
CUST000054,FirstName54,LastName54,1977-05-22,F,customer54@email.com,+17627916488,MARRIED,RETIRED,HIGH,INACTIVE,2024-07-01,2026-01-22 02:04:41
CUST000055,FirstName55,LastName55,2003-03-05,F,customer55@email.com,+13025375162,DIVORCED,SALARIED,MEDIUM,SUSPENDED,2024-10-20,2026-01-22 02:04:41
CUST000056,FirstName56,LastName56,1983-11-23,O,customer56@email.com,+13000972112,MARRIED,SALARIED,LOW,ACTIVE,2022-11-30,2026-01-22 02:04:41
CUST000057,FirstName57,LastName57,1965-09-09,M,customer57@email.com,+15048038730,WIDOWED,PROFESSIONAL,VERY_HIGH,INACTIVE,2021-09-16,2026-01-22 02:04:41
CUST000058,FirstName58,LastName58,1998-02-11,O,customer58@email.com,+14703517631,DIVORCED,SELF_EMPLOYED,LOW,ACTIVE,2024-09-09,2026-01-22 02:04:41
CUST000059,FirstName59,LastName59,2003-10-25,M,customer59@email.com,+17471361838,WIDOWED,BUSINESS,HIGH,ACTIVE,2025-12-03,2026-01-22 02:04:41
CUST000060,FirstName60,LastName60,1992-02-03,F,customer60@email.com,+14407044268,SINGLE,SALARIED,HIGH,SUSPENDED,2024-07-31,2026-01-22 02:04:41
CUST000061,FirstName61,LastName61,1961-04-10,M,customer61@email.com,+17633978880,MARRIED,PROFESSIONAL,VERY_HIGH,INACTIVE,2022-07-01,2026-01-22 02:04:41
CUST000062,FirstName62,LastName62,1995-06-06,M,customer62@email.com,+16431047892,DIVORCED,RETIRED,MEDIUM,ACTIVE,2021-11-03,2026-01-22 02:04:41
CUST000063,FirstName63,LastName63,1957-03-08,O,customer63@email.com,+17323505585,DIVORCED,SALARIED,HIGH,SUSPENDED,2024-06-05,2026-01-22 02:04:41
CUST000064,FirstName64,LastName64,1966-12-18,O,customer64@email.com,+14583629766,DIVORCED,SALARIED,HIGH,ACTIVE,2023-12-15,2026-01-22 02:04:41
CUST000065,FirstName65,LastName65,1963-10-25,M,customer65@email.com,+16001904660,SINGLE,SALARIED,VERY_HIGH,ACTIVE,2024-04-16,2026-01-22 02:04:41
CUST000066,FirstName66,LastName66,1981-07-13,O,customer66@email.com,+13941334007,MARRIED,PROFESSIONAL,HIGH,ACTIVE,2023-10-01,2026-01-22 02:04:41
CUST000067,FirstName67,LastName67,1956-08-06,O,customer67@email.com,+13917036544,MARRIED,BUSINESS,HIGH,INACTIVE,2025-08-07,2026-01-22 02:04:41
CUST000068,FirstName68,LastName68,2002-12-09,M,customer68@email.com,+17213358429,MARRIED,SELF_EMPLOYED,MEDIUM,ACTIVE,2024-11-07,2026-01-22 02:04:41
CUST000069,FirstName69,LastName69,2004-01-15,O,customer69@email.com,+14035439215,SINGLE,SALARIED,LOW,ACTIVE,2025-02-17,2026-01-22 02:04:41
CUST000070,FirstName70,LastName70,1969-08-15,O,customer70@email.com,+18688600580,WIDOWED,RETIRED,HIGH,ACTIVE,2021-04-16,2026-01-22 02:04:41
CUST000071,FirstName71,LastName71,1980-07-30,M,customer71@email.com,+13602343900,MARRIED,BUSINESS,MEDIUM,SUSPENDED,2025-08-22,2026-01-22 02:04:41
CUST000072,FirstName72,LastName72,1999-04-27,F,customer72@email.com,+16222350658,DIVORCED,SALARIED,VERY_HIGH,SUSPENDED,2023-01-20,2026-01-22 02:04:41
CUST000073,FirstName73,LastName73,1983-07-26,F,customer73@email.com,+16888420289,SINGLE,SELF_EMPLOYED,VERY_HIGH,SUSPENDED,2022-01-29,2026-01-22 02:04:41
CUST000074,FirstName74,LastName74,2005-03-17,O,customer74@email.com,+17427241303,MARRIED,SALARIED,HIGH,INACTIVE,2025-01-19,2026-01-22 02:04:41
CUST000075,FirstName75,LastName75,1981-09-16,M,customer75@email.com,+14745915329,SINGLE,SELF_EMPLOYED,HIGH,ACTIVE,2022-06-02,2026-01-22 02:04:41
CUST000076,FirstName76,LastName76,2006-12-15,M,customer76@email.com,+12294510654,MARRIED,PROFESSIONAL,LOW,INACTIVE,2021-06-04,2026-01-22 02:04:41
CUST000077,FirstName77,LastName77,1972-09-09,O,customer77@email.com,+13953693076,MARRIED,RETIRED,LOW,SUSPENDED,2022-06-23,2026-01-22 02:04:41
CUST000078,FirstName78,LastName78,1977-07-05,O,customer78@email.com,+12664849300,MARRIED,RETIRED,VERY_HIGH,ACTIVE,2023-01-22,2026-01-22 02:04:41
CUST000079,FirstName79,LastName79,1967-11-09,O,customer79@email.com,+18959188500,SINGLE,SALARIED,LOW,INACTIVE,2022-12-10,2026-01-22 02:04:41
CUST000080,FirstName80,LastName80,1980-03-26,O,customer80@email.com,+16746695275,MARRIED,PROFESSIONAL,LOW,INACTIVE,2021-03-04,2026-01-22 02:04:41
CUST000081,FirstName81,LastName81,1968-07-20,F,customer81@email.com,+12242075449,MARRIED,RETIRED,LOW,ACTIVE,2024-05-20,2026-01-22 02:04:41
CUST000082,FirstName82,LastName82,2001-04-11,M,customer82@email.com,+12188876510,SINGLE,PROFESSIONAL,HIGH,INACTIVE,2022-06-07,2026-01-22 02:04:41
CUST000083,FirstName83,LastName83,1993-07-15,O,customer83@email.com,+13159929629,DIVORCED,SALARIED,VERY_HIGH,SUSPENDED,2022-08-28,2026-01-22 02:04:41
CUST000084,FirstName84,LastName84,2005-05-20,M,customer84@email.com,+19974709990,MARRIED,SELF_EMPLOYED,MEDIUM,SUSPENDED,2022-12-30,2026-01-22 02:04:41
CUST000085,FirstName85,LastName85,2001-06-20,F,customer85@email.com,+19161770323,DIVORCED,SALARIED,VERY_HIGH,INACTIVE,2021-05-31,2026-01-22 02:04:41
CUST000086,FirstName86,LastName86,2005-04-16,F,customer86@email.com,+19078778465,WIDOWED,PROFESSIONAL,LOW,ACTIVE,2023-07-15,2026-01-22 02:04:41
CUST000087,FirstName87,LastName87,1998-01-31,F,customer87@email.com,+12152890602,WIDOWED,RETIRED,LOW,SUSPENDED,2023-09-28,2026-01-22 02:04:41
CUST000088,FirstName88,LastName88,2000-05-27,F,customer88@email.com,+12899555602,SINGLE,BUSINESS,VERY_HIGH,ACTIVE,2025-05-04,2026-01-22 02:04:41
CUST000089,FirstName89,LastName89,1990-10-28,M,customer89@email.com,+14511852757,WIDOWED,BUSINESS,LOW,ACTIVE,2024-03-22,2026-01-22 02:04:41
CUST000090,FirstName90,LastName90,1967-02-13,O,customer90@email.com,+16337133216,WIDOWED,SELF_EMPLOYED,LOW,ACTIVE,2022-01-07,2026-01-22 02:04:41
CUST000091,FirstName91,LastName91,1978-10-12,M,customer91@email.com,+18391351871,DIVORCED,BUSINESS,LOW,ACTIVE,2021-12-06,2026-01-22 02:04:41
CUST000092,FirstName92,LastName92,1992-07-04,F,customer92@email.com,+19793302232,SINGLE,SALARIED,HIGH,INACTIVE,2022-12-29,2026-01-22 02:04:41
CUST000093,FirstName93,LastName93,1969-10-07,M,customer93@email.com,+14876317949,DIVORCED,PROFESSIONAL,HIGH,SUSPENDED,2024-07-18,2026-01-22 02:04:41
CUST000094,FirstName94,LastName94,1993-07-13,M,customer94@email.com,+18060733423,MARRIED,BUSINESS,HIGH,INACTIVE,2024-06-02,2026-01-22 02:04:41
CUST000095,FirstName95,LastName95,1989-05-12,F,customer95@email.com,+19909073187,SINGLE,BUSINESS,MEDIUM,ACTIVE,2024-04-03,2026-01-22 02:04:41
CUST000096,FirstName96,LastName96,1979-02-25,M,customer96@email.com,+12985386121,SINGLE,BUSINESS,VERY_HIGH,SUSPENDED,2024-07-26,2026-01-22 02:04:41
CUST000097,FirstName97,LastName97,1973-07-29,M,customer97@email.com,+16066746225,SINGLE,RETIRED,MEDIUM,SUSPENDED,2023-10-02,2026-01-22 02:04:41
CUST000098,FirstName98,LastName98,1980-01-30,O,customer98@email.com,+19388597335,WIDOWED,SALARIED,MEDIUM,ACTIVE,2024-10-09,2026-01-22 02:04:41
CUST000099,FirstName99,LastName99,1965-05-02,O,customer99@email.com,+14805620093,SINGLE,BUSINESS,MEDIUM,INACTIVE,2021-10-11,2026-01-22 02:04:41
CUST000100,FirstName100,LastName100,1962-08-17,M,customer100@email.com,+19734122822,DIVORCED,SELF_EMPLOYED,MEDIUM,ACTIVE,2024-01-19,2026-01-22 02:04:41
CUST000101,FirstName101,LastName101,1987-12-21,O,customer101@email.com,+13277044474,MARRIED,PROFESSIONAL,VERY_HIGH,SUSPENDED,2021-12-28,2026-01-22 02:04:41
CUST000102,FirstName102,LastName102,1997-09-06,M,customer102@email.com,+15270819279,SINGLE,RETIRED,HIGH,SUSPENDED,2022-04-22,2026-01-22 02:04:41
CUST000103,FirstName103,LastName103,1987-09-25,M,customer103@email.com,+16260122854,WIDOWED,PROFESSIONAL,LOW,ACTIVE,2022-12-07,2026-01-22 02:04:41
CUST000104,FirstName104,LastName104,1997-10-16,M,customer104@email.com,+12501767838,WIDOWED,SALARIED,MEDIUM,SUSPENDED,2021-10-14,2026-01-22 02:04:41
CUST000105,FirstName105,LastName105,1972-03-20,M,customer105@email.com,+13724111725,DIVORCED,SALARIED,VERY_HIGH,SUSPENDED,2022-10-22,2026-01-22 02:04:41
CUST000106,FirstName106,LastName106,1968-09-22,M,customer106@email.com,+15414350021,DIVORCED,BUSINESS,VERY_HIGH,INACTIVE,2023-05-20,2026-01-22 02:04:41
CUST000107,FirstName107,LastName107,1966-03-17,O,customer107@email.com,+13507544712,DIVORCED,RETIRED,LOW,INACTIVE,2023-11-17,2026-01-22 02:04:41
CUST000108,FirstName108,LastName108,1973-08-23,F,customer108@email.com,+19313386683,SINGLE,SALARIED,VERY_HIGH,INACTIVE,2022-09-11,2026-01-22 02:04:41
CUST000109,FirstName109,LastName109,1996-02-12,M,customer109@email.com,+14978840194,MARRIED,SELF_EMPLOYED,MEDIUM,ACTIVE,2024-09-17,2026-01-22 02:04:41
CUST000110,FirstName110,LastName110,1992-05-31,F,customer110@email.com,+18699198961,WIDOWED,SELF_EMPLOYED,VERY_HIGH,SUSPENDED,2022-01-31,2026-01-22 02:04:41
CUST000111,FirstName111,LastName111,1982-07-19,O,customer111@email.com,+18877462693,MARRIED,RETIRED,MEDIUM,ACTIVE,2024-06-27,2026-01-22 02:04:41
CUST000112,FirstName112,LastName112,1961-03-12,F,customer112@email.com,+16136472357,SINGLE,SELF_EMPLOYED,VERY_HIGH,ACTIVE,2021-05-12,2026-01-22 02:04:41
CUST000113,FirstName113,LastName113,1974-12-03,F,customer113@email.com,+14081301958,SINGLE,SALARIED,MEDIUM,ACTIVE,2021-04-09,2026-01-22 02:04:41
CUST000114,FirstName114,LastName114,2007-01-28,M,customer114@email.com,+15748749831,WIDOWED,PROFESSIONAL,LOW,ACTIVE,2021-07-04,2026-01-22 02:04:41
CUST000115,FirstName115,LastName115,2001-04-08,F,customer115@email.com,+19277352533,DIVORCED,RETIRED,HIGH,SUSPENDED,2024-09-26,2026-01-22 02:04:41
CUST000116,FirstName116,LastName116,2004-08-21,F,customer116@email.com,+13641425019,WIDOWED,SALARIED,LOW,SUSPENDED,2023-01-15,2026-01-22 02:04:41
CUST000117,FirstName117,LastName117,1957-01-15,O,customer117@email.com,+19490037955,WIDOWED,BUSINESS,VERY_HIGH,ACTIVE,2023-05-19,2026-01-22 02:04:41
CUST000118,FirstName118,LastName118,1988-07-30,F,customer118@email.com,+17865019245,SINGLE,SALARIED,LOW,INACTIVE,2024-08-03,2026-01-22 02:04:41
CUST000119,FirstName119,LastName119,1980-04-05,F,customer119@email.com,+12391242875,MARRIED,SELF_EMPLOYED,MEDIUM,ACTIVE,2024-03-25,2026-01-22 02:04:41
CUST000120,FirstName120,LastName120,1997-12-26,O,customer120@email.com,+17072296079,DIVORCED,SALARIED,LOW,INACTIVE,2023-08-07,2026-01-22 02:04:41
CUST000121,FirstName121,LastName121,1986-01-16,M,customer121@email.com,+16884931692,WIDOWED,SALARIED,MEDIUM,ACTIVE,2023-02-23,2026-01-22 02:04:41
CUST000122,FirstName122,LastName122,1970-05-06,F,customer122@email.com,+13135200497,MARRIED,SALARIED,MEDIUM,ACTIVE,2024-09-12,2026-01-22 02:04:41
CUST000123,FirstName123,LastName123,2000-01-12,F,customer123@email.com,+13751298374,SINGLE,PROFESSIONAL,HIGH,ACTIVE,2024-08-09,2026-01-22 02:04:41
CUST000124,FirstName124,LastName124,1987-04-18,O,customer124@email.com,+14169698290,SINGLE,RETIRED,MEDIUM,SUSPENDED,2024-09-24,2026-01-22 02:04:41
CUST000125,FirstName125,LastName125,1965-03-19,F,customer125@email.com,+18620963115,DIVORCED,BUSINESS,MEDIUM,SUSPENDED,2022-04-05,2026-01-22 02:04:41
CUST000126,FirstName126,LastName126,1966-07-19,O,customer126@email.com,+18068869846,DIVORCED,PROFESSIONAL,VERY_HIGH,INACTIVE,2023-01-30,2026-01-22 02:04:41
CUST000127,FirstName127,LastName127,1962-05-11,F,customer127@email.com,+12740173075,SINGLE,SELF_EMPLOYED,HIGH,ACTIVE,2024-06-10,2026-01-22 02:04:41
CUST000128,FirstName128,LastName128,2000-06-17,F,customer128@email.com,+18765166627,MARRIED,SALARIED,VERY_HIGH,INACTIVE,2023-01-29,2026-01-22 02:04:41
CUST000129,FirstName129,LastName129,1962-07-18,O,customer129@email.com,+18669552271,MARRIED,SALARIED,VERY_HIGH,SUSPENDED,2025-08-01,2026-01-22 02:04:41
CUST000130,FirstName130,LastName130,1969-03-21,O,customer130@email.com,+15496111649,DIVORCED,SELF_EMPLOYED,LOW,SUSPENDED,2025-03-20,2026-01-22 02:04:41
CUST000131,FirstName131,LastName131,2007-03-28,O,customer131@email.com,+15018998899,MARRIED,PROFESSIONAL,MEDIUM,ACTIVE,2022-01-04,2026-01-22 02:04:41
CUST000132,FirstName132,LastName132,1965-11-04,O,customer132@email.com,+15050856870,MARRIED,SALARIED,MEDIUM,SUSPENDED,2023-04-05,2026-01-22 02:04:41
CUST000133,FirstName133,LastName133,1979-12-21,M,customer133@email.com,+17386675262,WIDOWED,BUSINESS,VERY_HIGH,ACTIVE,2023-01-07,2026-01-22 02:04:41
CUST000134,FirstName134,LastName134,1993-12-15,F,customer134@email.com,+18238893432,MARRIED,BUSINESS,VERY_HIGH,INACTIVE,2021-11-10,2026-01-22 02:04:41
CUST000135,FirstName135,LastName135,1983-04-27,M,customer135@email.com,+18352032519,WIDOWED,BUSINESS,MEDIUM,ACTIVE,2022-07-21,2026-01-22 02:04:41
CUST000136,FirstName136,LastName136,2006-09-08,M,customer136@email.com,+15306686036,DIVORCED,SALARIED,LOW,SUSPENDED,2022-06-28,2026-01-22 02:04:41
CUST000137,FirstName137,LastName137,2004-08-01,O,customer137@email.com,+19404081668,SINGLE,PROFESSIONAL,VERY_HIGH,INACTIVE,2022-12-05,2026-01-22 02:04:41
CUST000138,FirstName138,LastName138,1968-06-08,F,customer138@email.com,+15762609952,WIDOWED,SALARIED,HIGH,ACTIVE,2024-08-28,2026-01-22 02:04:41
CUST000139,FirstName139,LastName139,1965-11-29,O,customer139@email.com,+13050800813,DIVORCED,SELF_EMPLOYED,HIGH,SUSPENDED,2025-02-08,2026-01-22 02:04:41
CUST000140,FirstName140,LastName140,1978-06-27,F,customer140@email.com,+12713586037,DIVORCED,RETIRED,VERY_HIGH,INACTIVE,2023-03-25,2026-01-22 02:04:41
CUST000141,FirstName141,LastName141,1967-08-25,M,customer141@email.com,+17915667176,SINGLE,PROFESSIONAL,VERY_HIGH,SUSPENDED,2024-12-13,2026-01-22 02:04:41
CUST000142,FirstName142,LastName142,1976-03-24,F,customer142@email.com,+16590145847,DIVORCED,SELF_EMPLOYED,HIGH,SUSPENDED,2022-12-03,2026-01-22 02:04:41
CUST000143,FirstName143,LastName143,1988-02-12,O,customer143@email.com,+14548200591,MARRIED,SELF_EMPLOYED,VERY_HIGH,ACTIVE,2025-10-17,2026-01-22 02:04:41
CUST000144,FirstName144,LastName144,1989-01-07,O,customer144@email.com,+18959404804,DIVORCED,BUSINESS,LOW,INACTIVE,2023-07-20,2026-01-22 02:04:41
CUST000145,FirstName145,LastName145,1998-09-07,F,customer145@email.com,+17306590961,DIVORCED,PROFESSIONAL,VERY_HIGH,ACTIVE,2021-05-03,2026-01-22 02:04:41
CUST000146,FirstName146,LastName146,1964-04-24,F,customer146@email.com,+19740893363,SINGLE,SELF_EMPLOYED,LOW,ACTIVE,2021-02-20,2026-01-22 02:04:41
CUST000147,FirstName147,LastName147,1998-09-24,M,customer147@email.com,+16219113311,WIDOWED,SALARIED,HIGH,ACTIVE,2022-02-21,2026-01-22 02:04:41
CUST000148,FirstName148,LastName148,1991-09-14,F,customer148@email.com,+18793944638,WIDOWED,PROFESSIONAL,LOW,ACTIVE,2023-05-27,2026-01-22 02:04:41
CUST000149,FirstName149,LastName149,1985-11-10,O,customer149@email.com,+12851470867,SINGLE,SALARIED,LOW,INACTIVE,2021-02-27,2026-01-22 02:04:41
CUST000150,FirstName150,LastName150,1976-01-16,M,customer150@email.com,+16410181995,WIDOWED,SALARIED,LOW,INACTIVE,2023-06-05,2026-01-22 02:04:41
CUST000151,FirstName151,LastName151,1990-02-14,F,customer151@email.com,+14269857437,SINGLE,RETIRED,LOW,INACTIVE,2024-12-19,2026-01-22 02:04:41
CUST000152,FirstName152,LastName152,1990-07-28,M,customer152@email.com,+18919999960,DIVORCED,BUSINESS,HIGH,INACTIVE,2021-10-16,2026-01-22 02:04:41
CUST000153,FirstName153,LastName153,1989-04-30,F,customer153@email.com,+16593288491,SINGLE,BUSINESS,MEDIUM,SUSPENDED,2023-09-13,2026-01-22 02:04:41
CUST000154,FirstName154,LastName154,1967-09-28,O,customer154@email.com,+16867473107,MARRIED,SALARIED,HIGH,SUSPENDED,2025-10-19,2026-01-22 02:04:41
CUST000155,FirstName155,LastName155,1958-09-30,F,customer155@email.com,+17786362326,MARRIED,SALARIED,HIGH,ACTIVE,2025-11-12,2026-01-22 02:04:41
CUST000156,FirstName156,LastName156,1968-04-20,M,customer156@email.com,+12392092050,MARRIED,PROFESSIONAL,LOW,ACTIVE,2023-08-13,2026-01-22 02:04:41
CUST000157,FirstName157,LastName157,1989-01-07,F,customer157@email.com,+12613348099,WIDOWED,SELF_EMPLOYED,VERY_HIGH,SUSPENDED,2025-01-22,2026-01-22 02:04:41
