transaction_id,account_number,transaction_date,transaction_type,amount,debit_credit,balance_after,channel,remarks,status
TXN000000000341,ACC000000001367,2025-06-30 02:04:41,DEPOSIT,2266.8,DR,43511.7,ONLINE,Transaction 341,SUCCESS
TXN000000000343,ACC000000000079,2025-05-15 02:04:41,DEPOSIT,4938.87,DR,9505.35,BRANCH,Transaction 343,FAILED
TXN000000000346,ACC000000000329,2025-06-21 02:04:41,DEPOSIT,2308.11,DR,25095.21,ONLINE,Transaction 346,PENDING
TXN000000000347,ACC000000000144,2025-02-05 02:04:41,DEPOSIT,8082.03,CR,33158.93,MOBILE,Transaction 347,PENDING
TXN000000000348,ACC000000001440,2025-04-01 02:04:41,DEPOSIT,8668.41,DR,42558.16,ONLINE,Transaction 348,SUCCESS
TXN000000000352,ACC000000001330,2025-07-10 02:04:41,DEPOSIT,997.2,CR,37576.57,ATM,Transaction 352,SUCCESS
TXN000000000357,ACC000000001233,2025-09-23 02:04:41,DEPOSIT,4841.34,CR,7267.64,POS,Transaction 357,SUCCESS
TXN000000000363,ACC000000001121,2025-08-21 02:04:41,DEPOSIT,4038.48,DR,43969.19,MOBILE,Transaction 363,FAILED
TXN000000000367,ACC000000000164,2025-12-17 02:04:41,DEPOSIT,9544.0,CR,10576.33,ONLINE,Transaction 367,SUCCESS
TXN000000000369,ACC000000000390,2025-06-29 02:04:41,DEPOSIT,8505.92,CR,7019.34,MOBILE,Transaction 369,SUCCESS
TXN000000000370,ACC000000000424,2025-10-21 02:04:41,DEPOSIT,9659.29,CR,48528.53,MOBILE,Transaction 370,PENDING
TXN000000000372,ACC000000001159,2025-07-29 02:04:41,DEPOSIT,2556.99,CR,49293.15,ONLINE,Transaction 372,SUCCESS
TXN000000000375,ACC000000001282,2025-08-19 02:04:41,DEPOSIT,3792.99,CR,22056.94,ATM,Transaction 375,SUCCESS
TXN000000000383,ACC000000000400,2025-12-28 02:04:41,DEPOSIT,2355.0,CR,9438.8,MOBILE,Transaction 383,PENDING
TXN000000000398,ACC000000001038,2025-11-25 02:04:41,DEPOSIT,6761.96,CR,8832.79,BRANCH,Transaction 398,SUCCESS
TXN000000000401,ACC000000001108,2025-09-25 02:04:41,DEPOSIT,6554.96,CR,8012.97,MOBILE,Transaction 401,PENDING
TXN000000000416,ACC000000001235,2025-08-16 02:04:41,DEPOSIT,196.19,CR,5778.39,MOBILE,Transaction 416,SUCCESS
TXN000000000427,ACC000000000657,2025-12-26 02:04:41,DEPOSIT,8539.33,CR,23551.67,ONLINE,Transaction 427,PENDING
TXN000000000434,ACC000000000860,2026-01-16 02:04:41,DEPOSIT,1929.8,CR,41898.58,ATM,Transaction 434,PENDING
TXN000000000443,ACC000000000380,2025-09-01 02:04:41,DEPOSIT,9180.71,CR,48564.68,BRANCH,Transaction 443,FAILED
TXN000000000446,ACC000000001278,2025-06-16 02:04:41,DEPOSIT,7448.29,CR,42781.66,POS,Transaction 446,FAILED
TXN000000000448,ACC000000000913,2025-03-13 02:04:41,DEPOSIT,1551.78,DR,456.72,POS,Transaction 448,SUCCESS
TXN000000000453,ACC000000000845,2025-12-02 02:04:41,DEPOSIT,3830.95,DR,7633.31,BRANCH,Transaction 453,SUCCESS
TXN000000000455,ACC000000000001,2025-10-21 02:04:41,DEPOSIT,1091.21,CR,45364.26,BRANCH,Transaction 455,FAILED
TXN000000000465,ACC000000000406,2025-10-28 02:04:41,DEPOSIT,6086.05,DR,40920.92,BRANCH,Transaction 465,SUCCESS
TXN000000000480,ACC000000000360,2025-05-03 02:04:41,DEPOSIT,8441.02,DR,31136.88,ATM,Transaction 480,SUCCESS
TXN000000000489,ACC000000001372,2025-06-11 02:04:41,DEPOSIT,8892.86,CR,37619.22,ONLINE,Transaction 489,SUCCESS
TXN000000000490,ACC000000000101,2025-10-09 02:04:41,DEPOSIT,6569.84,CR,22400.57,BRANCH,Transaction 490,PENDING
TXN000000000501,ACC000000001057,2025-05-08 02:04:41,DEPOSIT,6212.51,CR,12808.5,ATM,Transaction 501,PENDING
TXN000000000503,ACC000000001092,2025-11-30 02:04:41,DEPOSIT,3838.95,DR,1919.69,ONLINE,Transaction 503,SUCCESS
TXN000000000509,ACC000000001289,2025-07-20 02:04:41,DEPOSIT,1888.3,CR,15685.57,BRANCH,Transaction 509,PENDING
TXN000000000511,ACC000000000642,2026-01-11 02:04:41,DEPOSIT,4002.0,DR,43700.22,POS,Transaction 511,PENDING
TXN000000000512,ACC000000000030,2025-12-05 02:04:41,DEPOSIT,6404.1,CR,13375.5,BRANCH,Transaction 512,SUCCESS
TXN000000000519,ACC000000000313,2025-12-22 02:04:41,DEPOSIT,5128.57,DR,4580.38,MOBILE,Transaction 519,PENDING
TXN000000000521,ACC000000000488,2025-11-08 02:04:41,DEPOSIT,1429.21,CR,27967.19,MOBILE,Transaction 521,SUCCESS
TXN000000000522,ACC000000001362,2026-01-21 02:04:41,DEPOSIT,4609.88,DR,25287.65,MOBILE,Transaction 522,SUCCESS
TXN000000000525,ACC000000000118,2025-09-28 02:04:41,DEPOSIT,7287.52,CR,11904.25,MOBILE,Transaction 525,SUCCESS
TXN000000000526,ACC000000001253,2025-08-25 02:04:41,DEPOSIT,5329.27,CR,11868.49,ATM,Transaction 526,SUCCESS
TXN000000000539,ACC000000001461,2025-02-18 02:04:41,DEPOSIT,2496.6,DR,23719.16,MOBILE,Transaction 539,SUCCESS
TXN000000000540,ACC000000000158,2025-08-04 02:04:41,DEPOSIT,9071.21,CR,37566.78,ONLINE,Transaction 540,FAILED
TXN000000000545,ACC000000001449,2025-10-01 02:04:41,DEPOSIT,6997.13,DR,31888.35,POS,Transaction 545,PENDING
TXN000000000548,ACC000000001194,2025-09-13 02:04:41,DEPOSIT,7142.06,DR,42144.1,POS,Transaction 548,FAILED
TXN000000000555,ACC000000001114,2025-08-09 02:04:41,DEPOSIT,5770.32,DR,43652.43,BRANCH,Transaction 555,SUCCESS
TXN000000000563,ACC000000000188,2025-05-22 02:04:41,DEPOSIT,1959.13,CR,49176.07,POS,Transaction 563,SUCCESS
TXN000000000578,ACC000000000983,2025-02-18 02:04:41,DEPOSIT,3631.42,DR,29718.33,ATM,Transaction 578,SUCCESS
TXN000000000585,ACC000000000867,2025-04-04 02:04:41,DEPOSIT,9670.5,DR,21372.14,ATM,Transaction 585,PENDING
TXN000000000588,ACC000000000128,2025-08-06 02:04:41,DEPOSIT,989.56,DR,18477.37,ATM,Transaction 588,PENDING
TXN000000000591,ACC000000000744,2025-12-11 02:04:41,DEPOSIT,7651.52,DR,9627.72,ONLINE,Transaction 591,FAILED
TXN000000000602,ACC000000001369,2025-04-10 02:04:41,DEPOSIT,4838.81,DR,23240.28,POS,Transaction 602,SUCCESS
TXN000000000611,ACC000000000205,2025-11-28 02:04:41,DEPOSIT,4995.72,CR,9225.56,ATM,Transaction 611,PENDING
TXN000000000623,ACC000000001016,2025-04-16 02:04:41,DEPOSIT,9601.57,CR,16592.42,POS,Transaction 623,SUCCESS
TXN000000000637,ACC000000000847,2025-09-15 02:04:41,DEPOSIT,909.12,CR,28723.93,ATM,Transaction 637,SUCCESS
TXN000000000647,ACC000000001224,2025-10-05 02:04:41,DEPOSIT,2131.41,CR,15125.3,ATM,Transaction 647,FAILED
TXN000000000662,ACC000000001355,2025-09-27 02:04:41,DEPOSIT,9675.71,CR,45480.73,MOBILE,Transaction 662,SUCCESS
TXN000000000670,ACC000000000908,2025-10-23 02:04:41,DEPOSIT,7788.6,DR,35961.09,ATM,Transaction 670,SUCCESS
TXN000000000679,ACC000000000884,2025-12-30 02:04:41,DEPOSIT,4151.93,DR,5458.85,MOBILE,Transaction 679,PENDING
TXN000000000692,ACC000000001250,2025-02-03 02:04:41,DEPOSIT,3685.45,DR,49878.56,ATM,Transaction 692,SUCCESS
TXN000000000704,ACC000000000501,2025-06-01 02:04:41,DEPOSIT,189.72,DR,23174.07,BRANCH,Transaction 704,FAILED
TXN000000000705,ACC000000001429,2025-02-08 02:04:41,DEPOSIT,858.63,CR,9674.71,POS,Transaction 705,SUCCESS
TXN000000000711,ACC000000000238,2025-10-25 02:04:41,DEPOSIT,678.99,DR,39180.83,POS,Transaction 711,SUCCESS
TXN000000000714,ACC000000001190,2025-06-21 02:04:41,DEPOSIT,6700.9,DR,38602.66,POS,Transaction 714,FAILED
TXN000000000715,ACC000000001140,2025-09-03 02:04:41,DEPOSIT,9681.84,CR,4612.74,BRANCH,Transaction 715,PENDING
TXN000000000718,ACC000000000162,2025-07-22 02:04:41,DEPOSIT,6411.32,CR,44053.93,POS,Transaction 718,SUCCESS
TXN000000000719,ACC000000001288,2025-03-18 02:04:41,DEPOSIT,5589.83,CR,188.7,ATM,Transaction 719,PENDING
TXN000000000724,ACC000000001439,2025-02-04 02:04:41,DEPOSIT,8137.39,DR,16236.4,BRANCH,Transaction 724,FAILED
TXN000000000732,ACC000000001494,2025-03-19 02:04:41,DEPOSIT,7711.09,DR,30201.26,BRANCH,Transaction 732,FAILED
TXN000000000745,ACC000000001171,2025-12-10 02:04:41,DEPOSIT,205.24,CR,12283.06,POS,Transaction 745,SUCCESS
TXN000000000746,ACC000000000081,2025-08-20 02:04:41,DEPOSIT,7515.95,DR,35893.71,POS,Transaction 746,PENDING
TXN000000000752,ACC000000000440,2026-01-11 02:04:41,DEPOSIT,1380.86,CR,43969.58,POS,Transaction 752,SUCCESS
TXN000000000754,ACC000000000449,2025-12-04 02:04:41,DEPOSIT,5306.31,CR,8635.69,ATM,Transaction 754,SUCCESS
TXN000000000755,ACC000000000354,2025-08-27 02:04:41,DEPOSIT,4541.11,CR,19161.7,MOBILE,Transaction 755,PENDING
TXN000000000765,ACC000000001405,2025-03-31 02:04:41,DEPOSIT,1333.44,CR,43559.71,MOBILE,Transaction 765,SUCCESS
TXN000000000771,ACC000000000679,2025-04-13 02:04:41,DEPOSIT,7124.1,DR,8505.33,ATM,Transaction 771,SUCCESS
TXN000000000774,ACC000000000529,2025-02-15 02:04:41,DEPOSIT,4425.25,DR,7697.24,POS,Transaction 774,SUCCESS
TXN000000000780,ACC000000001147,2025-08-11 02:04:41,DEPOSIT,3152.73,CR,40084.4,BRANCH,Transaction 780,PENDING
TXN000000000791,ACC000000000403,2025-05-28 02:04:41,DEPOSIT,5147.75,CR,46268.32,ATM,Transaction 791,PENDING
TXN000000000803,ACC000000000159,2025-10-18 02:04:41,DEPOSIT,988.74,DR,27812.34,MOBILE,Transaction 803,SUCCESS
TXN000000000810,ACC000000000324,2025-04-22 02:04:41,DEPOSIT,2469.71,DR,36289.98,BRANCH,Transaction 810,FAILED
TXN000000000831,ACC000000000094,2025-05-30 02:04:41,DEPOSIT,7699.99,CR,11852.01,MOBILE,Transaction 831,SUCCESS
TXN000000000833,ACC000000001046,2025-05-30 02:04:41,DEPOSIT,3355.39,CR,20422.85,BRANCH,Transaction 833,PENDING
TXN000000000851,ACC000000000838,2025-05-23 02:04:41,DEPOSIT,2179.13,DR,343.9,BRANCH,Transaction 851,FAILED
TXN000000000857,ACC000000000395,2025-03-09 02:04:41,DEPOSIT,4504.29,DR,17970.55,ATM,Transaction 857,SUCCESS
TXN000000000862,ACC000000000010,2025-08-25 02:04:41,DEPOSIT,7601.93,DR,14074.43,ATM,Transaction 862,PENDING
TXN000000000870,ACC000000000084,2025-09-10 02:04:41,DEPOSIT,3939.93,CR,38568.13,MOBILE,Transaction 870,SUCCESS
TXN000000000878,ACC000000000472,2025-03-28 02:04:41,DEPOSIT,7086.47,DR,11295.84,ONLINE,Transaction 878,SUCCESS
TXN000000000882,ACC000000000903,2025-07-18 02:04:41,DEPOSIT,310.35,DR,33995.48,POS,Transaction 882,SUCCESS
TXN000000000887,ACC000000001355,2025-09-01 02:04:41,DEPOSIT,2584.8,DR,36321.31,POS,Transaction 887,SUCCESS
TXN000000000889,ACC000000000297,2025-02-06 02:04:41,DEPOSIT,2949.03,CR,21686.71,ATM,Transaction 889,PENDING
TXN000000000891,ACC000000000456,2025-03-09 02:04:41,DEPOSIT,6965.2,DR,31683.07,BRANCH,Transaction 891,PENDING
TXN000000000892,ACC000000000897,2025-03-16 02:04:41,DEPOSIT,5612.98,DR,27508.19,BRANCH,Transaction 892,SUCCESS
TXN000000000894,ACC000000000913,2025-04-06 02:04:41,DEPOSIT,7029.05,CR,23959.21,ONLINE,Transaction 894,SUCCESS
TXN000000000898,ACC000000000386,2025-12-03 02:04:41,DEPOSIT,951.48,DR,18904.16,MOBILE,Transaction 898,FAILED
TXN000000000903,ACC000000000200,2025-03-19 02:04:41,DEPOSIT,2147.99,CR,10108.14,POS,Transaction 903,SUCCESS
TXN000000000911,ACC000000001049,2025-09-10 02:04:41,DEPOSIT,8374.2,DR,44650.39,POS,Transaction 911,SUCCESS
TXN000000000913,ACC000000001436,2025-02-09 02:04:41,DEPOSIT,2332.08,DR,22900.84,BRANCH,Transaction 913,SUCCESS
TXN000000000916,ACC000000000051,2025-03-19 02:04:41,DEPOSIT,4384.08,CR,12326.41,MOBILE,Transaction 916,PENDING
TXN000000000933,ACC000000001497,2025-07-06 02:04:41,DEPOSIT,2480.61,DR,16840.61,POS,Transaction 933,FAILED
TXN000000000934,ACC000000000335,2025-07-18 02:04:41,DEPOSIT,6369.82,DR,14716.36,ONLINE,Transaction 934,SUCCESS
TXN000000000938,ACC000000001059,2025-08-07 02:04:41,DEPOSIT,3875.96,DR,32103.53,MOBILE,Transaction 938,FAILED
TXN000000000940,ACC000000000627,2025-03-26 02:04:41,DEPOSIT,8524.33,DR,38182.2,ONLINE,Transaction 940,SUCCESS
TXN000000000948,ACC000000001463,2025-03-09 02:04:41,DEPOSIT,5756.36,CR,46275.63,POS,Transaction 948,SUCCESS
TXN000000000949,ACC000000000229,2025-04-17 02:04:41,DEPOSIT,829.9,DR,14067.59,MOBILE,Transaction 949,SUCCESS
TXN000000000964,ACC000000001089,2025-02-11 02:04:41,DEPOSIT,4468.23,CR,38041.45,ONLINE,Transaction 964,FAILED
TXN000000000973,ACC000000001453,2025-04-04 02:04:41,DEPOSIT,7703.61,DR,7952.68,BRANCH,Transaction 973,SUCCESS
TXN000000000979,ACC000000000216,2025-02-13 02:04:41,DEPOSIT,795.73,CR,17553.35,MOBILE,Transaction 979,SUCCESS
TXN000000000986,ACC000000001091,2025-12-15 02:04:41,DEPOSIT,9760.21,CR,36385.5,ATM,Transaction 986,SUCCESS
TXN000000001001,ACC000000000093,2025-04-08 02:04:41,DEPOSIT,2023.64,DR,21179.04,ATM,Transaction 1001,SUCCESS
TXN000000001004,ACC000000001160,2025-11-09 02:04:41,DEPOSIT,6726.08,CR,12716.77,ATM,Transaction 1004,FAILED
TXN000000001006,ACC000000000771,2025-09-21 02:04:41,DEPOSIT,1107.65,DR,32754.19,ONLINE,Transaction 1006,SUCCESS
TXN000000001008,ACC000000001174,2025-10-10 02:04:41,DEPOSIT,5034.96,DR,6461.78,MOBILE,Transaction 1008,SUCCESS
TXN000000001014,ACC000000001364,2025-08-04 02:04:41,DEPOSIT,5272.73,DR,1093.87,ONLINE,Transaction 1014,SUCCESS
TXN000000001015,ACC000000001158,2025-12-02 02:04:41,DEPOSIT,4912.51,CR,45094.88,ATM,Transaction 1015,PENDING
TXN000000001022,ACC000000000558,2025-12-09 02:04:41,DEPOSIT,4323.91,DR,10590.88,ATM,Transaction 1022,SUCCESS
TXN000000001027,ACC000000001186,2025-07-24 02:04:41,DEPOSIT,4256.84,DR,10380.06,MOBILE,Transaction 1027,SUCCESS
TXN000000001029,ACC000000001352,2025-05-04 02:04:41,DEPOSIT,4069.6,DR,44313.14,ONLINE,Transaction 1029,SUCCESS
TXN000000001031,ACC000000000261,2025-08-02 02:04:41,DEPOSIT,6384.11,CR,41134.3,MOBILE,Transaction 1031,FAILED
TXN000000001034,ACC000000000062,2025-09-07 02:04:41,DEPOSIT,306.04,CR,2570.85,POS,Transaction 1034,PENDING
TXN000000001041,ACC000000000087,2025-09-16 02:04:41,DEPOSIT,7943.78,CR,31036.26,ONLINE,Transaction 1041,FAILED
TXN000000001043,ACC000000001368,2025-06-03 02:04:41,DEPOSIT,9789.27,DR,39330.6,POS,Transaction 1043,FAILED
TXN000000001044,ACC000000001001,2025-01-31 02:04:41,DEPOSIT,4464.13,DR,33378.1,BRANCH,Transaction 1044,FAILED
TXN000000001067,ACC000000000893,2025-03-03 02:04:41,DEPOSIT,5865.24,DR,1102.82,ATM,Transaction 1067,PENDING
TXN000000001068,ACC000000001359,2025-03-20 02:04:41,DEPOSIT,2981.59,CR,21898.13,MOBILE,Transaction 1068,FAILED
TXN000000001071,ACC000000000606,2025-12-25 02:04:41,DEPOSIT,7501.1,DR,28618.64,ONLINE,Transaction 1071,PENDING
TXN000000001072,ACC000000001195,2025-04-27 02:04:41,DEPOSIT,8257.6,DR,9564.26,POS,Transaction 1072,FAILED
TXN000000001095,ACC000000000454,2025-07-09 02:04:41,DEPOSIT,2963.89,DR,9446.25,POS,Transaction 1095,FAILED
TXN000000001097,ACC000000000296,2025-01-28 02:04:41,DEPOSIT,5847.49,CR,48717.17,ATM,Transaction 1097,SUCCESS
TXN000000001099,ACC000000001275,2025-04-04 02:04:41,DEPOSIT,6705.24,CR,17623.1,MOBILE,Transaction 1099,SUCCESS
TXN000000001103,ACC000000001382,2025-07-12 02:04:41,DEPOSIT,5921.48,DR,155.63,BRANCH,Transaction 1103,SUCCESS
TXN000000001123,ACC000000000777,2025-05-17 02:04:41,DEPOSIT,9848.23,CR,22453.18,ATM,Transaction 1123,SUCCESS
TXN000000001125,ACC000000000936,2025-01-26 02:04:41,DEPOSIT,854.42,CR,9893.2,ATM,Transaction 1125,FAILED
TXN000000001143,ACC000000000515,2025-02-15 02:04:41,DEPOSIT,4558.39,DR,27372.83,ONLINE,Transaction 1143,SUCCESS
TXN000000001146,ACC000000000578,2025-10-29 02:04:41,DEPOSIT,540.87,CR,29728.62,POS,Transaction 1146,PENDING
TXN000000001149,ACC000000000437,2025-07-30 02:04:41,DEPOSIT,6330.42,CR,23049.82,ONLINE,Transaction 1149,SUCCESS
TXN000000001171,ACC000000001365,2025-06-01 02:04:41,DEPOSIT,8834.32,DR,29717.66,ATM,Transaction 1171,PENDING
TXN000000001183,ACC000000001473,2026-01-13 02:04:41,DEPOSIT,5191.67,CR,12634.6,ATM,Transaction 1183,SUCCESS
TXN000000001185,ACC000000001102,2025-08-28 02:04:41,DEPOSIT,6260.76,DR,41982.12,ONLINE,Transaction 1185,SUCCESS
TXN000000001192,ACC000000001446,2025-10-28 02:04:41,DEPOSIT,1857.08,DR,8531.15,BRANCH,Transaction 1192,PENDING
TXN000000001193,ACC000000000427,2026-01-12 02:04:41,DEPOSIT,1287.74,DR,14584.35,BRANCH,Transaction 1193,PENDING
TXN000000001194,ACC000000001172,2025-01-25 02:04:41,DEPOSIT,8924.58,DR,11308.12,ATM,Transaction 1194,SUCCESS
TXN000000001195,ACC000000000908,2025-11-19 02:04:41,DEPOSIT,5910.17,DR,16281.04,ONLINE,Transaction 1195,FAILED
TXN000000001196,ACC000000000421,2025-06-14 02:04:41,DEPOSIT,2758.24,DR,24068.66,MOBILE,Transaction 1196,SUCCESS
TXN000000001197,ACC000000000455,2025-09-12 02:04:41,DEPOSIT,3202.63,CR,39883.9,ONLINE,Transaction 1197,SUCCESS
TXN000000001198,ACC000000000682,2025-11-10 02:04:41,DEPOSIT,9618.49,CR,42811.25,POS,Transaction 1198,SUCCESS
TXN000000001208,ACC000000000040,2025-06-05 02:04:41,DEPOSIT,2494.89,CR,37643.79,MOBILE,Transaction 1208,SUCCESS
TXN000000001214,ACC000000001340,2025-08-20 02:04:41,DEPOSIT,1006.59,DR,25528.19,MOBILE,Transaction 1214,SUCCESS
TXN000000001219,ACC000000000446,2025-11-24 02:04:41,DEPOSIT,7857.15,CR,49130.69,ONLINE,Transaction 1219,SUCCESS
TXN000000001227,ACC000000001215,2025-12-22 02:04:41,DEPOSIT,4492.45,CR,17255.6,ONLINE,Transaction 1227,PENDING
TXN000000001244,ACC000000001303,2025-04-26 02:04:41,DEPOSIT,3704.13,CR,24673.58,BRANCH,Transaction 1244,FAILED
TXN000000001249,ACC000000001464,2025-04-08 02:04:41,DEPOSIT,1472.22,DR,37067.24,ONLINE,Transaction 1249,SUCCESS
TXN000000001257,ACC000000001161,2025-12-21 02:04:41,DEPOSIT,787.31,DR,22653.25,MOBILE,Transaction 1257,FAILED
TXN000000001262,ACC000000000706,2025-05-06 02:04:41,DEPOSIT,4956.18,CR,5084.74,POS,Transaction 1262,SUCCESS
TXN000000001266,ACC000000000575,2025-02-04 02:04:41,DEPOSIT,4922.65,CR,35403.12,BRANCH,Transaction 1266,SUCCESS
