address_id,customer_id,address_type,address_line1,address_line2,city,state,zip_code,country,is_primary
ADDR000146,CUST000146,OFFICE,434 Main Street,,Phoenix,TX,63878,USA,True
ADDR000147,CUST000147,RESIDENTIAL,479 Main Street,Apt 265,Houston,IL,98399,USA,True
ADDR000148,CUST000148,OFFICE,944 Main Street,Apt 150,Houston,IL,12637,USA,True
ADDR000149,CUST000149,RESIDENTIAL,900 Main Street,,New York,CA,54278,USA,True
ADDR000150,CUST000150,OFFICE,333 Main Street,,Chicago,TX,80206,USA,True
ADDR000151,CUST000151,PERMANENT,254 Main Street,,Philadelphia,PA,71031,USA,True
ADDR000152,CUST000152,RESIDENTIAL,821 Main Street,Apt 7,Philadelphia,TX,46589,USA,True
ADDR000153,CUST000153,OFFICE,180 Main Street,,Chicago,TX,62800,USA,True
ADDR000154,CUST000154,RESIDENTIAL,400 Main Street,Apt 470,Los Angeles,TX,25954,USA,True
ADDR000155,CUST000155,RESIDENTIAL,655 Main Street,,Houston,TX,63796,USA,True
ADDR000156,CUST000156,OFFICE,275 Main Street,Apt 99,Chicago,IL,41518,USA,True
ADDR000157,CUST000157,OFFICE,370 Main Street,,Philadelphia,AZ,81425,USA,True
ADDR000158,CUST000158,PERMANENT,566 Main Street,,Los Angeles,TX,45904,USA,True
ADDR000159,CUST000159,PERMANENT,370 Main Street,,Phoenix,IL,48080,USA,True
ADDR000160,CUST000160,OFFICE,185 Main Street,,Houston,NY,28476,USA,True
ADDR000161,CUST000161,OFFICE,123 Main Street,,Phoenix,NY,66306,USA,True
ADDR000162,CUST000162,RESIDENTIAL,252 Main Street,Apt 393,New York,NY,30659,USA,True
ADDR000163,CUST000163,PERMANENT,360 Main Street,Apt 378,Phoenix,NY,23544,USA,True
ADDR000164,CUST000164,OFFICE,368 Main Street,Apt 356,Los Angeles,CA,85180,USA,True
ADDR000165,CUST000165,RESIDENTIAL,723 Main Street,Apt 308,Philadelphia,PA,14116,USA,True
ADDR000166,CUST000166,PERMANENT,754 Main Street,,Philadelphia,AZ,41594,USA,True
ADDR000167,CUST000167,OFFICE,745 Main Street,,Philadelphia,PA,63086,USA,True
ADDR000168,CUST000168,PERMANENT,396 Main Street,Apt 44,Houston,AZ,50513,USA,True
ADDR000169,CUST000169,RESIDENTIAL,29 Main Street,,Phoenix,PA,80650,USA,True
ADDR000170,CUST000170,RESIDENTIAL,236 Main Street,,Houston,IL,21415,USA,True
ADDR000171,CUST000171,PERMANENT,247 Main Street,Apt 491,Philadelphia,TX,23684,USA,True
ADDR000172,CUST000172,PERMANENT,788 Main Street,Apt 146,Los Angeles,AZ,61288,USA,True
ADDR000173,CUST000173,PERMANENT,139 Main Street,,Phoenix,AZ,24240,USA,True
ADDR000174,CUST000174,RESIDENTIAL,359 Main Street,Apt 194,Phoenix,TX,80848,USA,True
ADDR000175,CUST000175,RESIDENTIAL,744 Main Street,Apt 190,Houston,TX,38119,USA,True
ADDR000176,CUST000176,PERMANENT,652 Main Street,Apt 404,Houston,AZ,99722,USA,True
ADDR000177,CUST000177,OFFICE,654 Main Street,,Los Angeles,IL,77305,USA,True
ADDR000178,CUST000178,RESIDENTIAL,177 Main Street,,Los Angeles,IL,73530,USA,True
ADDR000179,CUST000179,PERMANENT,845 Main Street,,Chicago,IL,59638,USA,True
ADDR000180,CUST000180,OFFICE,548 Main Street,,Philadelphia,NY,28620,USA,True
ADDR000181,CUST000181,PERMANENT,913 Main Street,Apt 159,Phoenix,PA,78536,USA,True
ADDR000182,CUST000182,PERMANENT,289 Main Street,Apt 197,Houston,IL,42959,USA,True
ADDR000183,CUST000183,RESIDENTIAL,811 Main Street,,Phoenix,IL,41353,USA,True
ADDR000184,CUST000184,OFFICE,814 Main Street,Apt 396,Houston,CA,39882,USA,True
ADDR000185,CUST000185,RESIDENTIAL,690 Main Street,,Los Angeles,NY,57687,USA,True
ADDR000186,CUST000186,PERMANENT,558 Main Street,,Phoenix,TX,76283,USA,True
ADDR000187,CUST000187,OFFICE,706 Main Street,,Phoenix,AZ,29550,USA,True
ADDR000188,CUST000188,RESIDENTIAL,716 Main Street,Apt 326,Philadelphia,TX,12944,USA,True
ADDR000189,CUST000189,PERMANENT,263 Main Street,,Philadelphia,NY,17156,USA,True
ADDR000190,CUST000190,PERMANENT,818 Main Street,,Phoenix,NY,33194,USA,True
ADDR000191,CUST000191,OFFICE,681 Main Street,Apt 476,Houston,IL,38337,USA,True
ADDR000192,CUST000192,PERMANENT,730 Main Street,,Philadelphia,IL,15774,USA,True
ADDR000193,CUST000193,PERMANENT,411 Main Street,,Chicago,PA,39109,USA,True
ADDR000194,CUST000194,PERMANENT,895 Main Street,Apt 54,Los Angeles,CA,92630,USA,True
ADDR000195,CUST000195,RESIDENTIAL,893 Main Street,,Chicago,NY,68779,USA,True
ADDR000196,CUST000196,PERMANENT,474 Main Street,Apt 72,Chicago,IL,67951,USA,True
ADDR000197,CUST000197,RESIDENTIAL,440 Main Street,,Los Angeles,CA,19727,USA,True
ADDR000198,CUST000198,PERMANENT,193 Main Street,Apt 323,New York,PA,31941,USA,True
ADDR000199,CUST000199,OFFICE,226 Main Street,Apt 301,New York,NY,87698,USA,True
ADDR000200,CUST000200,OFFICE,905 Main Street,,Phoenix,AZ,95385,USA,True
ADDR000201,CUST000201,PERMANENT,963 Main Street,Apt 455,Phoenix,AZ,46015,USA,True
ADDR000202,CUST000202,PERMANENT,63 Main Street,,Houston,TX,98779,USA,True
ADDR000203,CUST000203,RESIDENTIAL,457 Main Street,,Phoenix,TX,45950,USA,True
ADDR000204,CUST000204,PERMANENT,630 Main Street,,Chicago,AZ,29907,USA,True
ADDR000205,CUST000205,PERMANENT,212 Main Street,,Houston,PA,71285,USA,True
ADDR000206,CUST000206,RESIDENTIAL,823 Main Street,Apt 69,Chicago,CA,96249,USA,True
ADDR000207,CUST000207,PERMANENT,101 Main Street,Apt 48,Phoenix,NY,41457,USA,True
ADDR000208,CUST000208,OFFICE,887 Main Street,,Chicago,AZ,12483,USA,True
ADDR000209,CUST000209,RESIDENTIAL,495 Main Street,Apt 222,Los Angeles,IL,70019,USA,True
ADDR000210,CUST000210,PERMANENT,59 Main Street,,Philadelphia,CA,80955,USA,True
ADDR000211,CUST000211,PERMANENT,142 Main Street,,New York,IL,48663,USA,True
ADDR000212,CUST000212,PERMANENT,298 Main Street,Apt 187,Los Angeles,IL,76618,USA,True
ADDR000213,CUST000213,PERMANENT,869 Main Street,,Los Angeles,NY,65413,USA,True
ADDR000214,CUST000214,PERMANENT,587 Main Street,,Chicago,NY,41562,USA,True
ADDR000215,CUST000215,PERMANENT,358 Main Street,Apt 241,New York,NY,59939,USA,True
ADDR000216,CUST000216,RESIDENTIAL,184 Main Street,,Chicago,PA,70274,USA,True
ADDR000217,CUST000217,PERMANENT,485 Main Street,,Houston,PA,31101,USA,True
ADDR000218,CUST000218,OFFICE,888 Main Street,Apt 150,Philadelphia,TX,44909,USA,True
ADDR000219,CUST000219,RESIDENTIAL,44 Main Street,,New York,AZ,99658,USA,True
ADDR000220,CUST000220,OFFICE,833 Main Street,,Houston,PA,53260,USA,True
ADDR000221,CUST000221,RESIDENTIAL,909 Main Street,,Los Angeles,PA,62418,USA,True
ADDR000222,CUST000222,RESIDENTIAL,834 Main Street,,Philadelphia,CA,92223,USA,True
ADDR000223,CUST000223,RESIDENTIAL,255 Main Street,,Phoenix,TX,11816,USA,True
ADDR000224,CUST000224,OFFICE,528 Main Street,,Chicago,PA,85138,USA,True
ADDR000225,CUST000225,PERMANENT,735 Main Street,,New York,IL,77545,USA,True
ADDR000226,CUST000226,RESIDENTIAL,377 Main Street,,Houston,AZ,21681,USA,True
ADDR000227,CUST000227,OFFICE,564 Main Street,Apt 400,Philadelphia,AZ,82202,USA,True
ADDR000228,CUST000228,RESIDENTIAL,883 Main Street,,Chicago,TX,44496,USA,True
ADDR000229,CUST000229,PERMANENT,58 Main Street,,Los Angeles,IL,56083,USA,True
ADDR000230,CUST000230,PERMANENT,541 Main Street,Apt 61,Los Angeles,NY,58272,USA,True
ADDR000231,CUST000231,OFFICE,551 Main Street,Apt 94,Chicago,IL,49787,USA,True
ADDR000232,CUST000232,PERMANENT,371 Main Street,Apt 237,Phoenix,NY,30698,USA,True
ADDR000233,CUST000233,RESIDENTIAL,315 Main Street,,Houston,CA,99849,USA,True
ADDR000234,CUST000234,RESIDENTIAL,972 Main Street,Apt 387,Houston,CA,98486,USA,True
ADDR000235,CUST000235,PERMANENT,924 Main Street,Apt 181,Philadelphia,CA,99148,USA,True
ADDR000236,CUST000236,RESIDENTIAL,528 Main Street,Apt 437,New York,CA,16541,USA,True
ADDR000237,CUST000237,RESIDENTIAL,320 Main Street,Apt 122,Houston,NY,51067,USA,True
ADDR000238,CUST000238,OFFICE,248 Main Street,Apt 181,Phoenix,AZ,51048,USA,True
ADDR000239,CUST000239,RESIDENTIAL,979 Main Street,Apt 253,Houston,CA,47608,USA,True
ADDR000240,CUST000240,OFFICE,802 Main Street,,New York,TX,80225,USA,True
ADDR000241,CUST000241,PERMANENT,60 Main Street,Apt 142,Los Angeles,CA,51484,USA,True
ADDR000242,CUST000242,RESIDENTIAL,921 Main Street,Apt 348,New York,IL,65328,USA,True
ADDR000243,CUST000243,PERMANENT,709 Main Street,,Los Angeles,PA,14801,USA,True
ADDR000244,CUST000244,PERMANENT,759 Main Street,,Philadelphia,TX,57592,USA,True
ADDR000245,CUST000245,RESIDENTIAL,445 Main Street,Apt 69,Los Angeles,PA,64607,USA,True
ADDR000246,CUST000246,OFFICE,753 Main Street,,Los Angeles,CA,82572,USA,True
ADDR000247,CUST000247,OFFICE,605 Main Street,,Houston,CA,44428,USA,True
ADDR000248,CUST000248,RESIDENTIAL,514 Main Street,,Houston,IL,43782,USA,True
ADDR000249,CUST000249,PERMANENT,148 Main Street,,Houston,IL,57337,USA,True
ADDR000250,CUST000250,PERMANENT,845 Main Street,,Houston,AZ,42254,USA,True
ADDR000251,CUST000251,OFFICE,549 Main Street,Apt 412,Los Angeles,TX,91492,USA,True
ADDR000252,CUST000252,RESIDENTIAL,349 Main Street,,Phoenix,AZ,75078,USA,True
ADDR000253,CUST000253,OFFICE,928 Main Street,,Houston,PA,97218,USA,True
ADDR000254,CUST000254,PERMANENT,995 Main Street,,Philadelphia,PA,86449,USA,True
ADDR000255,CUST000255,PERMANENT,309 Main Street,Apt 495,Chicago,IL,33475,USA,True
ADDR000256,CUST000256,RESIDENTIAL,113 Main Street,Apt 177,Phoenix,AZ,22960,USA,True
ADDR000257,CUST000257,RESIDENTIAL,249 Main Street,,Los Angeles,AZ,37923,USA,True
ADDR000258,CUST000258,OFFICE,490 Main Street,Apt 443,New York,TX,34651,USA,True
ADDR000259,CUST000259,RESIDENTIAL,433 Main Street,Apt 153,Phoenix,IL,56464,USA,True
ADDR000260,CUST000260,PERMANENT,870 Main Street,Apt 381,Phoenix,AZ,35859,USA,True
ADDR000261,CUST000261,PERMANENT,603 Main Street,,Phoenix,TX,95904,USA,True
ADDR000262,CUST000262,RESIDENTIAL,219 Main Street,,Chicago,AZ,78642,USA,True
ADDR000263,CUST000263,PERMANENT,190 Main Street,,Los Angeles,CA,91675,USA,True
ADDR000264,CUST000264,PERMANENT,450 Main Street,Apt 434,Houston,NY,38078,USA,True
ADDR000265,CUST000265,RESIDENTIAL,930 Main Street,,Chicago,IL,12740,USA,True
ADDR000266,CUST000266,PERMANENT,708 Main Street,Apt 458,Phoenix,CA,95379,USA,True
ADDR000267,CUST000267,PERMANENT,863 Main Street,Apt 187,Phoenix,NY,86204,USA,True
ADDR000268,CUST000268,OFFICE,984 Main Street,,Philadelphia,NY,81304,USA,True
ADDR000269,CUST000269,RESIDENTIAL,154 Main Street,Apt 394,New York,IL,83192,USA,True
ADDR000270,CUST000270,OFFICE,379 Main Street,,Los Angeles,NY,54725,USA,True
ADDR000271,CUST000271,RESIDENTIAL,236 Main Street,Apt 110,Philadelphia,CA,28038,USA,True
ADDR000272,CUST000272,PERMANENT,68 Main Street,,Chicago,NY,11244,USA,True
ADDR000273,CUST000273,PERMANENT,154 Main Street,Apt 379,Philadelphia,IL,46044,USA,True
ADDR000274,CUST000274,PERMANENT,291 Main Street,,Los Angeles,TX,50849,USA,True
ADDR000275,CUST000275,OFFICE,523 Main Street,Apt 219,Chicago,AZ,58859,USA,True
ADDR000276,CUST000276,RESIDENTIAL,662 Main Street,,Chicago,NY,86547,USA,True
ADDR000277,CUST000277,OFFICE,333 Main Street,,Los Angeles,AZ,94265,USA,True
ADDR000278,CUST000278,OFFICE,310 Main Street,,Chicago,AZ,92919,USA,True
ADDR000279,CUST000279,OFFICE,124 Main Street,Apt 168,Houston,NY,32417,USA,True
ADDR000280,CUST000280,RESIDENTIAL,352 Main Street,Apt 219,Philadelphia,AZ,92766,USA,True
ADDR000281,CUST000281,RESIDENTIAL,90 Main Street,,Philadelphia,PA,54592,USA,True
ADDR000282,CUST000282,OFFICE,267 Main Street,,New York,CA,62956,USA,True
ADDR000283,CUST000283,OFFICE,22 Main Street,Apt 467,Philadelphia,NY,30359,USA,True
ADDR000284,CUST000284,PERMANENT,909 Main Street,,Chicago,TX,14353,USA,True
ADDR000285,CUST000285,PERMANENT,87 Main Street,,Houston,PA,23729,USA,True
ADDR000286,CUST000286,PERMANENT,53 Main Street,Apt 74,Chicago,IL,69605,USA,True
ADDR000287,CUST000287,RESIDENTIAL,538 Main Street,Apt 442,Chicago,TX,57656,USA,True
ADDR000288,CUST000288,PERMANENT,779 Main Street,,Philadelphia,TX,80976,USA,True
ADDR000289,CUST000289,PERMANENT,35 Main Street,Apt 358,New York,TX,16007,USA,True
ADDR000290,CUST000290,PERMANENT,798 Main Street,Apt 182,Houston,IL,25836,USA,True
ADDR000291,CUST000291,RESIDENTIAL,836 Main Street,,New York,PA,44127,USA,True
ADDR000292,CUST000292,PERMANENT,721 Main Street,Apt 131,Phoenix,AZ,90489,USA,True
